,text,label
99,A bit more notice might have been given,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
100,A bit more personal rather than the information being provided to be generic,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
101,A bit more sympathetic to my issues,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
102,A bit more time. But I can understand the constraints,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
103,A bit more understanding would have helped,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
104,A blood test to be checked on the spot could have been better as I went there for chest pain. I was high BP too.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
105,A brief overview of your expectations from us.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
106,A brilliant service. I was really apprehensive about joining the group at first but I am so glad I did. Not only was the sessions informative but the staff made them fun. We managed the heatwave by taking longer breaks between exercises or they were made easier on these sessions. Would I attend again if I needed too YES without any doubt.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
107,A caregiver called Paz was exceptional.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
108,A cleaner with trolley used same lift as us.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
109,"A combination of the procedure going to plan and everyone I met was professional, friendly and accommodating.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
110,A comprehensive check with very good explanations.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
111,A constant barrage of information is asked for pre admission which the staff seemed unable to access ie medication and medical history despite you sending me confirmation you already had it. Twice my medication was recorded incorrectly.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
112,A copy of the outcome letter from consultant need to be chased for.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
113,A couple of the staff were very quietly and softly spoken resulting in information being missed at times.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
114,"A couple of things: Billing - I paid a certain amount of my excess over the phone and was told I would receive a receipt by email which I have not yet received. Still unclear as to how my payments work.
Post discharge notes: These listed that there would be a follow up with my surgeon on 17th (I assumed by phone as I had my follow up face to face appointment on 21st) however this didn't happen. I understood why as I knew he was away on holiday until 17th but it was confusing and I had to contact his secretary to check that I wouldn't hear results until my follow up appointment on 21st.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
115,"A couple of very minor points:
1. Your computer systems seem to be disconnected. On my first visit some tests were done. When I was invited for pre-operation assessment I was asked questions which were already available from the earlier visit. It is this reason why I have given my observation.
2. Results of all my tests were available separately in MyChart. However there is no option to have a single .pdf file with all tests in it. This could be something your IT people could look into.  
3. In your survey you ask me to review the Doctors but the Doctor who attended to me is not directly employed by CCLH but an independent consultant. Why do you not seek a review for such consultants?",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
116,"A couple of visits ago I witnessed a patient struggling with one of the inner fire doors to the waiting room.   Between her age, the fire door and wrangling crutches she couldn't get into the waiting room without assistance.

I mentioned it to [name removed] and the receptionist",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
117,A course on understanding/coping with narcissistic individuals.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
118,A cup of coffee would have been nice.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
119,A cup of tea would have been nice. More time for discussion/questions – 2 hours was too short.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
120,A direct phone line,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
121,"A doctor  that listens , face to face if not had that a long time especially when trying to establish if has adhd ! 

Taken seriously about the issues they having",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
122,"A doctor who actually listens to me and actually cares about what I say.

Look through my notes and understand my history so they know how to treat me. 

The team actually taking the time to talk to me.",[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
123,A fantastic hospital with super stall and caring,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
124,"A few issues: (1) one member of staff (black ethnicity; female; dark blue uniform) was extremely rude, would not communicate and she felt highly discriminatory - she needs serious unconscious bias, diversity, and effective communication training (and otherwise suspended from her post in the interim); (2) the nurses try very hard, but some were clearly ‘bodies’ and lacked substance, and this was clear when follow-ups were not dealt with and it frustrated the more substantive nurses; (3) on discharge, I was told for 4.5 hours to wait on the doctor, only for the doctor not to bother turning up and I was told I could leave without the doctor (or anything having been explained to me) - this was quite honestly the most shocking part of the care - the staff kept asking me if I had been seen and it was always a no and they were confused as to why. My operation was three days ago and I have still not had a follow-up appointment scheduled with the surgeon (Senthil Nathan) which I was told to expect since he had done the surgery (this is separate from my appointment with Ramesh). 

On a positive note, the check-in was very good, there were a couple of nurses who were amazing, the overnight team was great, the anaesthetic team were so incredible with my first-time surgery nerves, and both surgeons were fantastic when I spoke with them, in particular Ramesh who had been in touch throughout the weekend before surgery and evidently cares for his patients very much, without an ounce of judgement. Both surgeons seem very special! The organisation around them is a little lacking though.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
125,"A few members of staff have quieter communication styles, maybe not knocking before entering the room, not introducing themselves or turning the lights on in the middle of the night.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
126,A few more regular visits would have enabled me to make better faster progress.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
127,"A few more sessions please, but I'm ok for now, I think",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
128,"A few more sessions please, but I'm ok for now, I think. Even of the additional sessions were remote, it would be an improvement",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
129,A few of the night nurses should be less impatient and unkind to frail less able patients.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
130,"A few points:

1. Time from GP to community mental health was very long - about 6 months, during which time other delaying services (such as MRi scan) could have been scheduled. Care operating in sequential blocks with no information passed from one stage to the next until it had completed is very in-efficient in overall terms and does not allow optimisations to take place. The oft stated response that ""this is how it is done in the NHS"" have become wearing. If IT or construction projects operated in this way we would still be in the third world. It has nothing to do with funding but does have to do with thinking and organisation.

2. MRi scan process. There are two points to bring out here. The first is that the service is very variable across the Berkshire trust. I was faced with a long wait before the scan which I challenged and manage to get earlier than expected date. The delay between scan and results is even worse being about 3 months. My wife had an MRI scan in Reading which was booked on a saturday, took place early the next day (Sunday) with results provided by Sunday lunchtime. This was the same trust. The second point is that when the scan process was started, I was in contact with the MRI unit in Andover, which was free at the time and could have scanned me within an hour. Unfortunately the NHS trust model, which strongly points out that this is not a national health service but a set of independent parallel inefficient organisations, could not make use of this ""national"" resource and would require going back 6 months to the GP stage and starting from scratch. I was therefore trapped into an inefficient system. The MRI scans are merely files that could be transferred from Andover to Thatcham securely, but this is not how the NHS works - in fact it fights against these optimisations.

3. The diagnosis: It would be useful to have a little more information on the F067 outcome since this has several sub-classifications that have a potential statistical risk for future pathways and life expectancy. This increases stress levels because I have little information to direct study of the subject and remdial actions. I point out the obvious that short term memory loss does make it difficult to remember every detail of conversations and so is lost to the process. This is a general problem throughout the service from GP to consultant and not directed at any individual.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
131,"A first-rate medical practice, the doctors and nurses very caring and helpful, having successfully helped me over many years. It is easy and quick to contact the practice by telephone, soon answered and the AskmyGP works well, quickly answered. A better medical practice would be difficult to find. Highly recommended with my grateful thanks for many years of help",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
132,A folder so everyone has the same information or knowledge.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
133,A follow up 1-2 months. Possibly for a combination of more than one cohort?,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
134,A follow up appointment would of been good before a discharge email,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
135,A follow up letter describing the outcome would be helpful - perhaps it is coming??,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
136,A friendly and caring experience.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
137,A friendly and efficient service,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
138,"A friendly and very inclusive person. Listened to me and my husband.
Timely and efficient.",[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
139,A full 45 minute assessment perhaps?,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
